source	target
CEP44	KRT7
CEP44	LMO1
CEP44	LRRFIP1
CEP44	MAFK
CEP44	MAPK9
CEP44	MCRS1
CEP44	MGC24125
CEP44	MLLT6
CEP44	MRFAP1L1
CEP44	NAA10
CEP44	NELL1
CEP44	NELL2
CEP44	PICK1
CEP44	PLEKHF2
CEP44	POC1A
CEP44	POC1B
CEP44	POLR3C
CEP44	POP5
CEP44	PSMD3
CEP44	RBM15
CEP44	RECK
CEP44	RGS3
CEP44	RNF8
CEP44	S100A2
CEP44	S100A4
CEP44	SCNM1
CEP44	SNX32
CEP44	SPPL2B
CEP44	SYNGAP1
CEP44	TCEA2
CEP44	THAP8
CEP44	TPTE2
CEP44	TRIM41
CEP44	TSGA10
CEP44	TXLNA
CEP44	USP28
CEP44	ZFYVE26
CEP44	ZNF250
CEP44	ZNF417
CEP44	ZNF587
CEP44	ZNF688
CEP55	CEP57L1
CEP55	CFTR
CEP55	COL8A1
CEP55	CTNNA1
CEP55	DNM2
CEP55	DTNB
CEP55	EIF1AD
CEP55	ENKD1
CEP55	ENTHD1
CEP55	FAM161B
CEP55	FAM167A
CEP55	FAM184A
CEP55	FAM90A1
CEP55	FBF1
CEP55	FXR2
CEP55	GDAP1
CEP55	GOLGA2
CEP55	GOLGA8DP
CEP55	GOLGA8G
CEP55	GRAMD1B
CEP55	HAUS1
CEP55	HGS
CEP55	HSF2BP
CEP55	HTT
CEP55	KANK2
CEP55	KIF23
CEP55	KIFC3
CEP55	KLF11
CEP55	KRT27
CEP55	KRT38
CEP55	KXD1
CEP55	LGALS4
CEP55	LRRC23
CEP55	MAPK1IP1L
CEP55	MFAP1
CEP55	MIA2
CEP55	MIA3
CEP55	MORF4L2
CEP55	MTMR4
CEP55	MVB12A
CEP55	NEDD4L
CEP55	NTAQ1
CEP55	ODAD1
CEP55	PCM1
CEP55	PCNT
CEP55	PDCD6IP
CEP55	PEF1
CEP55	PIN1
CEP55	PLEKHG6
CEP55	POLM
CEP55	POM121
CEP55	PPP1R13L
CEP55	PPP1R16B
CEP55	PRKN
CEP55	PTPN23
CEP55	PWWP3A
CEP55	RBM17
CEP55	RBM22
CEP55	RCOR3
CEP55	RHOB
CEP55	SDCBP
CEP55	SNRPB
CEP55	SNW1
CEP55	SRC
CEP55	SS18L1
CEP55	SSX2IP
CEP55	SUPT5H
CEP55	SYNC
CEP55	TACC3
CEP55	TCL1A
CEP55	TEAD4
CEP55	TEKT4
CEP55	TEX14
CEP55	TFG
CEP55	TOR1A
CEP55	TP53BP2
CEP55	TPP1
CEP55	TRAPPC12
CEP55	TSC22D3
CEP55	TSG101
CEP55	UBC
CEP55	VCP
CEP55	VPS37B
CEP55	VPS37C
CEP55	WASHC1
CEP55	WASHC3
CEP55	WHAMMP3
CEP55	ZNF48
CEP57	CEP63
CEP57	DEUP1
CEP57	DISC1
CEP57	EMILIN1
CEP57	FBXL3
CEP57	FGFR3
CEP57	FTL
CEP57	GCC1
CEP57	HRAS
CEP57	HSF2BP
CEP57	KDM1A
CEP57	KLC4
CEP57	KRT13
CEP57	KRT15
CEP57	KRT31
CEP57	KRT4
CEP57	KRT40
CEP57	KRT75
CEP57	KRT8
CEP57	KRT83
CEP57	KRT86
CEP57	LMO3
CEP57	MAGEA2
CEP57	MAGEA2B
CEP57	MIA2
CEP57	MYC
CEP57	OIP5
CEP57	PCNT
CEP57	PDE4DIP
CEP57	PKN1
CEP57	PPP1R13B
CEP57	PRKACB
CEP57	PRKAR2B
CEP57	RABEP1
CEP57	RALBP1
CEP57	RASSF10
CEP57	S100A2
CEP57	SH3BP5L
CEP57	SLC31A1
CEP57	SPDEF
CEP57	SPRED1
CEP57	TEX12
CEP57	TFIP11
CEP57	TNFRSF1B
CEP57	TNFRSF8
CEP57	TSGA10
CEP57	TSPYL4
CEP57	TXLNA
CEP57	TXLNB
CEP57L1	CEP63
CEP57L1	CEP70
CEP57L1	CFAP206
CEP57L1	DISC1
CEP57L1	DVL3
CEP57L1	DYDC1
CEP57L1	ELOA
CEP57L1	EXOC8
CEP57L1	FAM161A
CEP57L1	FAM9B
CEP57L1	GADD45G
CEP57L1	GOLGA1
CEP57L1	GOLGA2
CEP57L1	GRIPAP1
CEP57L1	HAUS1
CEP57L1	HDDC3
CEP57L1	HGS
CEP57L1	IKZF1
CEP57L1	INADL
CEP57L1	KATNAL1
CEP57L1	KIFC3
CEP57L1	KLC3
CEP57L1	KLC4
CEP57L1	KRT13
CEP57L1	KRT19
CEP57L1	KRT31
CEP57L1	KRT38
CEP57L1	KRT40
CEP57L1	LENG1
CEP57L1	LMO1
CEP57L1	LMO3
CEP57L1	LZTS2
CEP57L1	MAGEA1
CEP57L1	MAGEA2
CEP57L1	MAGEA2B
CEP57L1	MCC
CEP57L1	MDFI
CEP57L1	MEOX2
CEP57L1	MFAP1
CEP57L1	MID2
CEP57L1	MORF4L1
CEP57L1	MTUS2
CEP57L1	MYO15B
CEP57L1	NEFL
CEP57L1	NUP62
CEP57L1	PICK1
CEP57L1	PKN1
CEP57L1	PNMA5
CEP57L1	PPL
CEP57L1	PRDM6
CEP57L1	RAD51D
CEP57L1	RINT1
CEP57L1	ROPN1
CEP57L1	S100A2
CEP57L1	SNAP47
CEP57L1	SNAPC3
CEP57L1	TAB3
CEP57L1	TFIP11
CEP57L1	TRAF2
CEP57L1	TRAPPC2L
CEP57L1	TRIM54
CEP57L1	TRIP6
CEP57L1	TSGA10
CEP57L1	TXLNA
CEP57L1	TXLNB
CEP57L1	VPS28
CEP57L1	YES1
CEP57L1	ZGPAT
CEP57L1	ZNF572
CEP57L1	ZNF655
CEP63	CWF19L2
CEP63	DAXX
CEP63	DISC1
CEP63	DTNB
CEP63	DZIP3
CEP63	EPS15L1
CEP63	EZH2
CEP63	FAM161A
CEP63	FBF1
CEP63	FEM1C
CEP63	GSDME
CEP63	HAUS1
CEP63	HGS
CEP63	HTT
CEP63	KANK2
CEP63	KIAA0753
CEP63	KRT222
CEP63	KRT31
CEP63	KRT37
CEP63	KRT38
CEP63	KRT40
CEP63	KXD1
CEP63	MBIP
CEP63	MGC50722
CEP63	MNS1
CEP63	NDC80
CEP63	NPM1
CEP63	NUFIP2
CEP63	NXT2
CEP63	PIBF1
CEP63	PLK4
CEP63	POLR3C
CEP63	RCOR3
CEP63	ROGDI
CEP63	SMARCE1
CEP63	SNRNP70
CEP63	SPTAN1
CEP63	SPTBN1
CEP63	SSX3
CEP63	SYT17
CEP63	TANK
CEP63	TBC1D15
CEP63	TBC1D22B
CEP63	TBK1
CEP63	TSG101
CEP63	TSGA10IP
CEP63	TSHZ3
CEP63	TXLNA
CEP63	TXLNB
CEP63	TXLNG
CEP63	USHBP1
CEP63	USP2
CEP63	WHAMMP3
CEP63	ZCCHC10
CEP63	ZNF148
CEP63	ZNF250
CEP63	ZNF774
CEP68	COG2
CEP68	CTBP1
CEP68	CTBP2
CEP68	HGS
CEP68	LPXN
CEP68	MCM7
CEP68	PCNT
CEP68	PLK1
CEP68	TRAF3IP3
CEP68	TSNAX
CEP68	USHBP1
CEP68	VHL
CEP70	CFAP53
CEP70	CLPB
CEP70	COIL
CEP70	CWF19L2
CEP70	DAXX
CEP70	DDX41
CEP70	DDX6
CEP70	DMWD
CEP70	DNTTIP2
CEP70	DRC4
CEP70	DVL3
CEP70	EAF1
CEP70	EBNA1BP2
CEP70	EIF3D
CEP70	ELOA
CEP70	ELOA2
CEP70	EMD
CEP70	EMP1
CEP70	ENKD1
CEP70	ERCC3
CEP70	FAM124A
CEP70	FAM133A
CEP70	FAM13C
CEP70	FAM161A
CEP70	FAM161B
CEP70	FAM90A1
CEP70	GADD45GIP1
CEP70	GATAD2B
CEP70	GCC1
CEP70	GEM
CEP70	GLE1
CEP70	GLYCTK
CEP70	GPATCH2L
CEP70	GPATCH4
CEP70	GPX7
CEP70	HAUS1
CEP70	HDAC4
CEP70	HDAC6
CEP70	HIC2
CEP70	HMGB4
CEP70	HOXB5
CEP70	HOXC8
CEP70	HSPD1
CEP70	HTT
CEP70	IK
CEP70	INO80B
CEP70	INPP5J
CEP70	IPCEF1
CEP70	IQUB
CEP70	ITPKB
CEP70	KANK2
CEP70	KANSL1
CEP70	KAT14
CEP70	KAT5
CEP70	KAT7
CEP70	KDM1A
CEP70	KLF11
CEP70	KRI1
CEP70	KRT31
CEP70	LAMTOR5
CEP70	LCOR
CEP70	LENG1
CEP70	LENG8
CEP70	LIN37
CEP70	LNX1
CEP70	MAB21L2
CEP70	MAGOH
CEP70	MBD3
CEP70	MCM10
CEP70	MCRS1
CEP70	METTL17
CEP70	MFAP1
CEP70	MGC50722
CEP70	MKRN3
CEP70	MMTAG2
CEP70	NEBL
CEP70	NIPSNAP3A
CEP70	NKAP
CEP70	NKAPD1
CEP70	NOL12
CEP70	NOP2
CEP70	NOP53
CEP70	NOXA1
CEP70	NRIP1
CEP70	NTAQ1
CEP70	NUSAP1
CEP70	ODAD4
CEP70	PIBF1
CEP70	PIMREG
CEP70	PKN1
CEP70	PMP22
CEP70	PPFIA1
CEP70	PPIG
CEP70	PPP1R16B
CEP70	PPP1R18
CEP70	PRKRIP1
CEP70	PRPF18
CEP70	PRPF3
CEP70	PRPF31
CEP70	PSMA1
CEP70	PSORS1C2
CEP70	RASSF10
CEP70	RBM10
CEP70	RCOR3
CEP70	RHPN1
CEP70	RNF169
CEP70	RNF6
CEP70	RPL13
CEP70	SCNM1
CEP70	SEC14L1
CEP70	SETD5
CEP70	SFR1
CEP70	SH2D4A
CEP70	SLU7
CEP70	SMARCE1
CEP70	SNRPD2
CEP70	SNW1
CEP70	SOD2
CEP70	SPANXN3
CEP70	SPRED1
CEP70	SRCAP
CEP70	SSX3
CEP70	STK25
CEP70	SUV39H1
CEP70	SUV39H2
CEP70	SYT17
CEP70	SYTL4
CEP70	SYTL5
CEP70	TAF1D
CEP70	TARDBP
CEP70	TBC1D22B
CEP70	TBC1D30
CEP70	TCAF1
CEP70	TCEANC
CEP70	TEAD4
CEP70	TLK2
CEP70	TRAF3IP3
CEP70	TRIM29
CEP70	TRIM3
CEP70	TRIM42
CEP70	TSFM
CEP70	TSGA10IP
CEP70	TSHZ3
CEP70	TTLL10
CEP70	TXLNB
CEP70	TXN2
CEP70	USP2
CEP70	UTP11
CEP70	UTP14A
CEP70	UTP14C
CEP70	UTP25
CEP70	UTP3
CEP70	VXN
CEP70	YARS1
CEP70	YJU2
CEP70	ZBTB16
CEP70	ZBTB24
CEP70	ZBTB4
CEP70	ZBTB47
CEP70	ZBTB48
CEP70	ZBTB49
CEP70	ZBTB8A
CEP70	ZCCHC10
CEP70	ZFC3H1
CEP70	ZFHX3
CEP70	ZFP1
CEP70	ZFP91
CEP70	ZGPAT
CEP70	ZNF136
CEP70	ZNF140
CEP70	ZNF148
CEP70	ZNF165
CEP70	ZNF169
CEP70	ZNF17
CEP70	ZNF20
CEP70	ZNF202
CEP70	ZNF227
CEP70	ZNF239
CEP70	ZNF264
CEP70	ZNF266
CEP70	ZNF302
CEP70	ZNF329
CEP70	ZNF35
CEP70	ZNF366
CEP70	ZNF408
CEP70	ZNF410
CEP70	ZNF417
CEP70	ZNF426
CEP70	ZNF433
CEP70	ZNF439
CEP70	ZNF490
CEP70	ZNF491
CEP70	ZNF555
CEP70	ZNF572
CEP70	ZNF574
CEP70	ZNF578
CEP70	ZNF587
CEP70	ZNF599
CEP70	ZNF607
CEP70	ZNF648
CEP70	ZNF669
CEP70	ZNF688
CEP70	ZNF696
CEP70	ZNF775
CEP70	ZNF777
CEP70	ZNF785
CEP70	ZNF835
CEP70	ZNF860
CEP70	ZSCAN12
CEP70	ZSCAN21
CEP70	ZSCAN23
CEP72	CHCHD3
CEP72	FAM161A
CEP72	FAM90A1
CEP72	FXR1
CEP72	GGA1
CEP72	GOLGA6L9
CEP72	HOMER1
CEP72	IL16
CEP72	INCA1
CEP72	KIAA0408
CEP72	KIZ
CEP72	LNX1
CEP72	MCM10
CEP72	MUCL1
CEP72	NME7
CEP72	OFD1
CEP72	OPTN
CEP72	PCM1
CEP72	PIN4
CEP72	PSMA1
CEP72	RASSF7
CEP72	RGS3
CEP72	SEPTIN11
CEP72	SFRS2
CEP72	SOX13
CEP72	SPATA2
CEP72	SPATA24
CEP72	STAMBPL1
CEP72	ZBTB16
CEP72	ZKSCAN1
CEP72	ZNF417
CEP72	ZNF688
CEP76	CEP97
CEP76	CIRSR
CEP76	CRYBA4
CEP76	CSNK1G1
CEP76	CUTC
CEP76	CWF19L2
CEP76	DCAF7
CEP76	DCTD
CEP76	DDX6
CEP76	DEAF1
CEP76	DMTN
CEP76	DVL3
CEP76	DZIP1L
CEP76	EAF1
CEP76	EIF1AD
CEP76	ERCC3
CEP76	FAM90A1
CEP76	FHL5
CEP76	FKBP1A
CEP76	GDAP2
CEP76	GFAP
CEP76	GMPPB
CEP76	GORASP2
CEP76	HACL2
CEP76	HSF2
CEP76	HSPB7
CEP76	IQUB
CEP76	KAT5
CEP76	KCTD10
CEP76	KDM1A
CEP76	KDM4D
CEP76	KIAA0586
CEP76	KIAA1143
CEP76	KIFBP
CEP76	KLHDC4
CEP76	L3MBTL2
CEP76	LATS1
CEP76	LMO3
CEP76	LNX1
CEP76	MAGEA11
CEP76	MAP10
CEP76	MBD3
CEP76	MFAP1
CEP76	MISP
CEP76	MYOZ1
CEP76	NEK6
CEP76	NFYC
CEP76	NHLRC2
CEP76	NME5
CEP76	P4HB
CEP76	PAICS
CEP76	PARD6B
CEP76	PATZ1
CEP76	PDGFRB
CEP76	PDRG1
CEP76	PDZD4
CEP76	PDZD7
CEP76	PIN1
CEP76	PIP
CEP76	PKP1
CEP76	PLA2G6
CEP76	PLCB1
CEP76	POM121
CEP76	PPIA
CEP76	RADIL
CEP76	RALGPS1
CEP76	RBM41
CEP76	RIPPLY3
CEP76	RNF128
CEP76	RPL9
CEP76	RPS6KB2
CEP76	RSPO1
CEP76	SALL2
CEP76	SCNM1
CEP76	SETDB1
CEP76	SH2D4A
CEP76	SINHCAF
CEP76	SMG9
CEP76	SPG21
CEP76	STK26
CEP76	SUOX
CEP76	TCEA2
CEP76	TCEANC
CEP76	TCF19
CEP76	TFAP2D
CEP76	THRA
CEP76	TOB2
CEP76	TSSC4
CEP76	TTC21A
CEP76	TTLL10
CEP76	TUFT1
CEP76	TXNDC9
CEP76	VEZF1
CEP76	WDFY3
CEP76	WIPI1
CEP76	YWHAG
CEP76	YY1
CEP76	ZBTB24
CEP76	ZBTB4
CEP76	ZMAT2
CEP76	ZNF185
CEP76	ZNF653
CEP76	ZNF76
CEP76	ZNF85
CEP78	CLEC11A
CEP78	CREB3
CEP78	DCAF1
CEP78	DDB1
CEP78	DLK1
CEP78	DYRK2
CEP78	EEF2KMT
CEP78	EFNB1
CEP78	EIF2B5
CEP78	FTL
CEP78	IKZF1
CEP78	KCNE3
CEP78	KCTD17
CEP78	LLGL2
CEP78	LTBR
CEP78	MCC
CEP78	PER2
CEP78	PIPSL
CEP78	PNMA2
CEP78	SYT12
CEP78	TMEM182
CEP78	TMEM74
CEP78	TNFRSF1A
CEP78	TRAK1
CEP78	UBR5
CEP78	YWHAG
CEP78	ZNF324B
CEP78	ZNF331
CEP78	ZNRD2
CEP83	CKAP5
CEP83	CLIP3
CEP83	EHHADH
CEP83	HMG20A
CEP83	LZTS1
CEP83	POTEC
CEP83	PSMC5
CEP83	RBM15B
CEP83	REPIN1
CEP83	RUNX1T1
CEP83	USP7
CEP83	YES1
CEP85	CLEC11A
CEP85	CRYAA
CEP85	DUSP16
CEP85	KCMF1
CEP85	LNX1
CEP85	MOV10
CEP85	NTAQ1
CEP85	PLK4
CEP85	RNF8
CEP85	SDCBP
CEP85	SOX13
CEP85	SOX5
CEP85	TERF1
CEP85	TRAF4
CEP85L	CFAP184
CEP85L	KLHL40
CEP85L	MARK1
CEP85L	MARK2
CEP85L	MARK3
CEP85L	NUP62
CEP85L	PHKG2
CEP85L	PIGT
CEP85L	PSMD9
CEP85L	S100A3
CEP85L	TEX11
CEP85L	VSIG8
CEP85L	YWHAB
CEP85L	YWHAE
CEP85L	YWHAG
CEP85L	ZNF417
CEP89	KCTD18
CEP89	MLLT1
CEP89	MLLT3
CEP89	NCS1
CEP89	PICK1
CEP89	PMF1
CEP89	RAP1GDS1
CEP89	RHOB
CEP89	TOP1MT
CEP89	WHAMMP3
CEP89	YWHAB
CEP89	YWHAE
CEP89	YWHAG
CEP89	YWHAH
CEP89	YWHAQ
CEP89	ZNF263
CEP95	CFAP184
CEP95	FAM9B
CEP95	FTL
CEP95	GOLGA2
CEP95	GOLGA6L9
CEP95	HMG20A
CEP95	HOOK2
CEP95	KRT27
CEP95	LSM3
CEP95	LTBR
CEP95	MCC
CEP95	MTUS2
CEP95	PCM1
CEP95	PICK1
CEP95	PIPSL
CEP95	PRPS2
CEP95	SPATA46
CEP95	TFIP11
CEP95	TP53BP2
CEP95	WHAMMP3
CEP95	YWHAB
CEP95	YWHAE
CEP95	YWHAG
CEP95	YWHAH
CEP95	YWHAQ
CEP97	D2HGDH
CEP97	FAM83A
CEP97	FTL
CEP97	GALNT9
CEP97	GAS2L2
CEP97	INF2
CEP97	KIF24
CEP97	KLHL34
CEP97	KRT2
CEP97	KRT38
CEP97	MRFAP1
CEP97	MRFAP1L1
CEP97	MYCBPAP
CEP97	NEDD1
CEP97	NEURL4
CEP97	PIPSL
CEP97	PLK1
CEP97	RANBP9
CEP97	RFXANK
CEP97	SF3B3
CEP97	SOHLH1
CEP97	SUGT1
CEP97	TRIM52
CEP97	TRMU
CEP97	TUBA4A
CEP97	UBXN6
CEP97	VIRMA
CEPT1	KLRB1
CEPT1	RBM6
CEPT1	SPG21
CEPT1	TMEM14B
CEPT1	TMEM263
CER1	FN1
CER1	HLA-DRA
CER1	HSPA13
CER1	KLHL15
CER1	NGLY1
CER1	POTEF
CER1	PPM1A
CERCAM	CREB5
CERCAM	CYSRT1
CERCAM	DEFB135
CERCAM	DHFR2
CERCAM	DKKL1
CERCAM	EDDM3A
CERCAM	FANCL
CERCAM	FKBP7
CERCAM	FNDC11
CERCAM	GEMIN4
CERCAM	GLRX3
CERCAM	GPIHBP1
CERCAM	HOXA1
CERCAM	HSPA8
CERCAM	IDS
CERCAM	INSL5
CERCAM	KLHL38
CERCAM	KRTAP15-1
CERCAM	KRTAP26-1
CERCAM	KRTAP3-3
CERCAM	KRTAP6-2
CERCAM	KRTAP8-1
CERCAM	KRTAP9-3
CERCAM	LASP1
CERCAM	LCN6
CERCAM	LIPH
CERCAM	LYZL1
CERCAM	LYZL2
CERCAM	MAGED1
CERCAM	MKRN3
CERCAM	NMS
CERCAM	OS9
CERCAM	OTX1
CERCAM	P4HA3
CERCAM	PDGFRA
CERCAM	POGZ
CERCAM	POU4F2
CERCAM	PSCA
CERCAM	PTPRK
CERCAM	RHOXF2
CERCAM	RLN1
CERCAM	SCGB1D1
CERCAM	SCGB2A1
CERCAM	SCGB2A2
CERCAM	SFT2D1
CERCAM	SOHLH1
CERCAM	SPINK4
CERCAM	SPX
CERCAM	SUSD4
CERCAM	TAFAZZIN
CERCAM	TCP1
CERCAM	TENT5B
CERCAM	TMEM25
CERCAM	UBL5
CERCAM	VENTX
CERCAM	VGLL3
CERCAM	ZDHHC15
CERK	CRYBA1
CERK	CX3CL1
CERK	CYSRT1
CERK	DGCR2
CERK	FAXC
CERK	FST
CERK	GMNN
CERK	GPIHBP1
CERK	GPR156
CERK	HAVCR2
CERK	HEPACAM2
CERK	IL20RA
CERK	KCNE3
CERK	KCTD17
CERK	KRT34
CERK	KRTAP1-1
CERK	KRTAP11-1
CERK	KRTAP19-1
CERK	KRTAP19-6
CERK	KRTAP3-1
CERK	KRTAP3-2
CERK	KRTAP6-2
CERK	KRTAP9-2
CERK	MCC
CERK	MRAP2
CERK	MTUS2
CERK	NHLRC4
CERK	NOTCH2NLA
CERK	NOTCH2NLC
CERK	OIP5
CERK	PDCD2
CERK	PLEKHF2
CERK	PTGES3
CERK	RNF149
CERK	RPRM
CERK	SLC31A1
CERK	TNFRSF10D
CERK	TNFRSF9
CERK	TPCN2
CERK	TRIM42
CERK	TTYH1
CERK	VWCE
CERKL	EIF3B
CERKL	EIF3G
CERKL	EIF3I
CERKL	MICAL3
CERKL	PPM1A
CERKL	PPM1B
CERKL	PPM1G
CERKL	SIRT1
CERKL	VHL
CERS1	USP14
CERS1	VCAM1
CERS2	CHMP3
CERS2	CMKLR1
CERS2	CNTN1
CERS2	CPNE2
CERS2	CSNK1G2
CERS2	CSNK1G3
CERS2	DIAPH1
CERS2	DLG1
CERS2	EEPD1
CERS2	EFNA5
CERS2	EIF3A
CERS2	ELOVL5
CERS2	ENAH
CERS2	EPB41L2
CERS2	EPB41L3
CERS2	EPPK1
CERS2	ERICH5
CERS2	FYN
CERS2	FZD7
CERS2	GAP43
CERS2	GAS1
CERS2	GNAO1
CERS2	GNAQ
CERS2	GNAS
CERS2	GNAZ
CERS2	GPR17
CERS2	GPR173
CERS2	GPR35
CERS2	GPRIN1
CERS2	HRAS
CERS2	HSP90AA1
CERS2	HTR1B
CERS2	HTR2C
CERS2	IER3IP1
CERS2	INA
CERS2	INPP5A
CERS2	KDSR
CERS2	LAMTOR1
CERS2	LPAR1
CERS2	LYN
CERS2	MEAK7
CERS2	MICAL1
CERS2	MVB12A
CERS2	MVB12B
CERS2	NCAM1
CERS2	NEDD4L
CERS2	NFE2L2
CERS2	OCC1
CERS2	OGDH
CERS2	OPRL1
CERS2	P2RY1
CERS2	PACSIN3
CERS2	PAG1
CERS2	PALM
CERS2	PALM2AKAP2
CERS2	PILRB
CERS2	PLEC
CERS2	POMK
CERS2	PPP2R5E
CERS2	PRKAA1
CERS2	PRKAA2
CERS2	PRKCA
CERS2	PRRC1
CERS2	PTPN11
CERS2	PTPRG
CERS2	PYGB
CERS2	RAP1BL
CERS2	RETREG3
CERS2	RFTN1
CERS2	ROCK1
CERS2	S1PR4
CERS2	SLC22A1
CERS2	SMPDL3B
CERS2	SNAP23
CERS2	SPTAN1
CERS2	SRC
CERS2	STXBP2
CERS2	SYAP1
CERS2	TACR1
CERS2	TJP1
CERS2	TLN1
CERS2	TNFSF18
CERS2	TRIP12
CERS2	TSG101
CERS2	TSPAN15
CERS2	TTYH1
CERS2	ULBP3
CERS2	VIM
CERS2	VIPR1
CERS2	VIPR2
CERS2	VPS26A
CERS2	VPS28
CERS2	VPS37C
CERS2	YAP1
CERS2	YES1
CERS2	YIF1A
CERS3	DSC2
CERS3	DSG3
CERS3	EPPK1
CERS3	EVPL
CERS3	FGA
CERS3	FGB
CERS3	GM2A
CERS3	HMGCS1
CERS3	HMOX1
CERS3	IGHG1
CERS3	IGHG2
CERS3	IGHG3
CERS3	IGHG4
CERS3	IGHM
CERS3	IGKC
CERS3	IGLC7
CERS3	IL36A
CERS3	IL36G
CERS3	IL36RN
CERS3	IVL
CERS3	KLK10
CERS3	KLK6
CERS3	LCN2
CERS3	LGALS7
CERS3	MBNL1
CERS3	NAGK
CERS3	NDRG1
CERS3	NEFH
CERS3	NEU1
CERS3	OR2A4
CERS3	ORMDL3
CERS3	PCBD2
CERS3	PHF11
CERS3	PLA2G4D
CERS3	PPP2R2B
CERS3	QSOX1
CERS3	S100A2
CERS3	S100A7A
CERS3	SERPINB13
CERS3	SERPINB4
CERS3	SLC29A2
CERS3	SLC39A9
CERS3	SSUH2
CERS3	SULT2B1
CERS3	TREX2
CERS3	TRIM29
CERS3	TYMP
CERS3	VMA21
CERS4	CERS6
CERS4	CLEC1A
CERS4	COL4A5
CERS4	CTXN3
CERS4	CXCL16
CERS4	CYB5R3
CERS4	EMD
CERS4	FATE1
CERS4	FCER1G
CERS4	FXYD6
CERS4	FXYD6-FXYD2
CERS4	GOPC
CERS4	GPR151
CERS4	IER3IP1
CERS4	IGFBP5
CERS4	IPPK
CERS4	ITGAM
CERS4	JAGN1
CERS4	LHFPL5
CERS4	MS4A1
CERS4	NAT8
CERS4	NEU1
CERS4	PLP2
CERS4	PNLIPRP1
CERS4	PTPN9
CERS4	RABL3
CERS4	SCAMP5
CERS4	SCD
CERS4	SERF1A
CERS4	SERP2
CERS4	SLC13A4
CERS4	SLC29A2
CERS4	SLC35A1
CERS4	SLC35F6
CERS4	SLC7A1
CERS4	SMIM11
CERS4	STX7
CERS4	STX8
CERS4	TEX264
CERS4	TMEM119
CERS4	TMEM176A
CERS4	TMEM254
CERS4	TMEM72
CERS4	TOMM6
CERS4	TSPO2
CERS4	TTYH1
CERS4	UPK1B
CERS4	VAMP2
CERS5	CMTM5
CERS5	CXCR4
CERS5	FPR2
CERS5	GCGR
CERS5	HCAR1
CERS5	HTR2C
CERS5	IPPK
CERS5	NIPAL1
CERS5	NPTN
CERS5	P2RY12
CERS5	PIGN
CERS5	SEC62
CERS5	TACR3
CERS5	TTYH1
CERS5	VIPR2
CERS6	CHRM3
CERS6	CHRM4
CERS6	CHRNA4
CERS6	CMKLR1
CERS6	CRACR2A
CERS6	CRELD1
CERS6	DHX38
CERS6	ENTPD2
CERS6	FPR2
CERS6	FZD10
CERS6	FZD4
CERS6	GPR12
CERS6	GPR17
CERS6	GPR21
CERS6	GPR35
CERS6	GPR84
CERS6	HCCS
CERS6	HOXB9
CERS6	HTR2C
CERS6	HTR3A
CERS6	IKBIP
CERS6	IPPK
CERS6	KDSR
CERS6	KIR2DL4
CERS6	KLHDC10
CERS6	KRTCAP2
CERS6	LPAR1
CERS6	LPAR2
CERS6	LRCH1
CERS6	NEMF
CERS6	NTSR1
CERS6	OPRL1
CERS6	P2RY1
CERS6	P2RY12
CERS6	PIGN
CERS6	PKN1
CERS6	POMK
CERS6	PTH2R
CERS6	RETREG3
CERS6	S1PR1
CERS6	S1PR4
CERS6	SEC22B
CERS6	SEC62
CERS6	SLC22A4
CERS6	SLC22A9
CERS6	SLC2A12
CERS6	SLC2A9
CERS6	SLC39A12
CERS6	SLC5A4
CERS6	SLC6A5
CERS6	SLC7A1
CERS6	SPPL2B
CERS6	STX2
CERS6	STXBP1
CERS6	STXBP2
CERS6	SUGP1
CERS6	SYNGR1
CERS6	SYT2
CERS6	TAS2R19
CERS6	TMEM169
CERS6	TNFSF18
CERS6	TSPAN15
CERS6	TTYH1
CERS6	TXNDC15
CERS6	VIPR2
CERS6	VSIG1
CERS6	VSTM1
CERT1	CSNK1G2
CERT1	ENTPD7
CERT1	EXOSC3
CERT1	EYA1
CERT1	FTSJ1
CERT1	IFT20
CERT1	ITGB3BP
CERT1	MARK1
CERT1	MARK2
CERT1	MARK3
CERT1	MINAR1
CERT1	MOSPD2
CERT1	PM20D2
CERT1	POM121
CERT1	PTPN9
CERT1	REEP6
CERT1	RTN3
CERT1	RTN4
CERT1	RUBCNL
CERT1	RUFY1
CERT1	SLC13A2
CERT1	SMU1
CERT1	STX2
CERT1	STXBP3
CERT1	TRAF7
CES1	CREB3
CES1	CYSRT1
CES1	EBP
CES1	GORAB
CES1	KPRP
CES1	PDZK1IP1
CES1	PLSCR4
CES1	PRXL2A
CES1	SAR1A
CES1	SRRT
CES1	VENTX
CES1P1	FDXR
CES1P1	IFT20
CES1P1	PRXL2A
CES1P1	RNF115
CES1P1	TTR
CES1P1	USP9Y
CES2	CHMP1A
CES2	CRELD1
CES2	EIF3J
CES2	FNDC5
CES2	FYN
CES2	HIBADH
CES2	KLHDC4
CES2	PI4K2A
CES2	PKN2
CES2	PNMA8A
CES2	PPP1R12A
CES2	PUS7
CES2	RTF2
CES2	SCYL1
CES2	SERPINF2
CES2	SLC22A4
CES2	SNTG1
CES2	STIM1
CES2	STK24
CES2	STK26
CES3	MCU
CES3	PDGFRA
CES3	PTPRK
CES3	SPX
CES3	SUOX
CES3	TMEM25
CES3	TMTC4
