leading_edge_list	kinase	overlap	lead_n	substrate_n	universe_n	fisher_p_two_sided	fdr_bh
αCD3_αCD226_5min__GOBP_CYTOSOLIC_TRANSPORT.txt	Pim2	0	5	3	1219	1.0	1.0
αCD3_αCD226_5min__GOBP_CYTOSOLIC_TRANSPORT.txt	RAF1	0	5	3	1219	1.0	1.0
αCD3_αCD226_5min__GOBP_CYTOSOLIC_TRANSPORT.txt	ROCK1	0	5	8	1219	1.0	1.0
αCD3_αCD226_5min__GOBP_CYTOSOLIC_TRANSPORT.txt	ROCK2	0	5	3	1219	1.0	1.0
αCD3_αCD226_5min__GOBP_CYTOSOLIC_TRANSPORT.txt	RSK2	0	5	7	1219	1.0	1.0
αCD3_αCD226_5min__GOBP_CYTOSOLIC_TRANSPORT.txt	Ret	0	5	5	1219	1.0	1.0
αCD3_αCD226_5min__GOBP_CYTOSOLIC_TRANSPORT.txt	SGK1	0	5	10	1219	1.0	1.0
αCD3_αCD226_5min__GOBP_CYTOSOLIC_TRANSPORT.txt	Src	0	5	55	1219	1.0	1.0
αCD3_αCD226_5min__GOBP_CYTOSOLIC_TRANSPORT.txt	Syk	0	5	7	1219	1.0	1.0
αCD3_αCD226_5min__GOBP_CYTOSOLIC_TRANSPORT.txt	TAK1	0	5	9	1219	1.0	1.0
αCD3_αCD226_5min__GOBP_CYTOSOLIC_TRANSPORT.txt	TBK1	0	5	7	1219	1.0	1.0
αCD3_αCD226_5min__GOBP_CYTOSOLIC_TRANSPORT.txt	TTK	0	5	4	1219	1.0	1.0
αCD3_αCD226_5min__GOBP_CYTOSOLIC_TRANSPORT.txt	ULK1	0	5	5	1219	1.0	1.0
αCD3_αCD226_5min__GOBP_CYTOSOLIC_TRANSPORT.txt	ZAP70	0	5	5	1219	1.0	1.0
αCD3_αCD226_5min__GOBP_CYTOSOLIC_TRANSPORT.txt	mTOR	0	5	12	1219	1.0	1.0
αCD3_αCD226_5min__GOBP_CYTOSOLIC_TRANSPORT.txt	p70S6K	0	5	10	1219	1.0	1.0
αCD3_αCD226_5min__GOBP_CYTOSOLIC_TRANSPORT.txt	p90RSK	0	5	16	1219	1.0	1.0
αCD3_αCD226_5min__GOBP_GROWTH.txt	ERK2	6	30	54	1219	0.0014892433257008113	0.1650359780761518
αCD3_αCD226_5min__GOBP_GROWTH.txt	CDK7	2	30	5	1219	0.005594439934784807	0.1650359780761518
αCD3_αCD226_5min__GOBP_GROWTH.txt	Cot	2	30	5	1219	0.005594439934784807	0.1650359780761518
αCD3_αCD226_5min__GOBP_GROWTH.txt	PAK2	2	30	5	1219	0.005594439934784807	0.1650359780761518
αCD3_αCD226_5min__GOBP_GROWTH.txt	PKACA	5	30	57	1219	0.01086373090402027	0.22404986313573694
αCD3_αCD226_5min__GOBP_GROWTH.txt	PKCB iso2	2	30	7	1219	0.011392365922156115	0.22404986313573694
αCD3_αCD226_5min__GOBP_GROWTH.txt	Chk2	2	30	10	1219	0.023314940615531337	0.39302328466181397
αCD3_αCD226_5min__GOBP_GROWTH.txt	CDK2	5	30	78	1219	0.03798479622852194	0.5336927003192473
αCD3_αCD226_5min__GOBP_GROWTH.txt	CDK1	6	30	109	1219	0.044660498892590286	0.5336927003192473
αCD3_αCD226_5min__GOBP_GROWTH.txt	Chk1	4	30	57	1219	0.04748846034042635	0.5336927003192473
αCD3_αCD226_5min__GOBP_GROWTH.txt	PAK1	2	30	18	1219	0.07019043307432214	0.5336927003192473
αCD3_αCD226_5min__GOBP_GROWTH.txt	ATM	3	30	40	1219	0.07200903828678996	0.5336927003192473
αCD3_αCD226_5min__GOBP_GROWTH.txt	IKKE	1	30	3	1219	0.07208660927881998	0.5336927003192473
αCD3_αCD226_5min__GOBP_GROWTH.txt	NLK	1	30	3	1219	0.07208660927881998	0.5336927003192473
αCD3_αCD226_5min__GOBP_GROWTH.txt	PAK4	1	30	3	1219	0.07208660927881998	0.5336927003192473
αCD3_αCD226_5min__GOBP_GROWTH.txt	MAPKAPK2	2	30	19	1219	0.07727215713315556	0.5336927003192473
αCD3_αCD226_5min__GOBP_GROWTH.txt	Abl	2	30	21	1219	0.09207840629757559	0.5336927003192473
αCD3_αCD226_5min__GOBP_GROWTH.txt	P38A	2	30	21	1219	0.09207840629757559	0.5336927003192473
αCD3_αCD226_5min__GOBP_GROWTH.txt	LATS1	1	30	4	1219	0.09497920937884909	0.5336927003192473
αCD3_αCD226_5min__GOBP_GROWTH.txt	LATS2	1	30	4	1219	0.09497920937884909	0.5336927003192473
αCD3_αCD226_5min__GOBP_GROWTH.txt	PKCG	1	30	4	1219	0.09497920937884909	0.5336927003192473
αCD3_αCD226_5min__GOBP_GROWTH.txt	ERK1	3	30	47	1219	0.10538329113591423	0.540873878136344
αCD3_αCD226_5min__GOBP_GROWTH.txt	Akt3	1	30	5	1219	0.11732540173986514	0.540873878136344
αCD3_αCD226_5min__GOBP_GROWTH.txt	ULK1	1	30	5	1219	0.11732540173986514	0.540873878136344
αCD3_αCD226_5min__GOBP_GROWTH.txt	Akt1	3	30	53	1219	0.13807611963419045	0.540873878136344
αCD3_αCD226_5min__GOBP_GROWTH.txt	Akt2	1	30	6	1219	0.13913778884678774	0.540873878136344
αCD3_αCD226_5min__GOBP_GROWTH.txt	CDK4	1	30	6	1219	0.13913778884678774	0.540873878136344
αCD3_αCD226_5min__GOBP_GROWTH.txt	CDK6	1	30	6	1219	0.13913778884678774	0.540873878136344
αCD3_αCD226_5min__GOBP_GROWTH.txt	P38B	1	30	6	1219	0.13913778884678774	0.540873878136344
αCD3_αCD226_5min__GOBP_GROWTH.txt	PKCB	1	30	6	1219	0.13913778884678774	0.540873878136344
αCD3_αCD226_5min__GOBP_GROWTH.txt	CDK9	1	30	7	1219	0.16042869266755969	0.540873878136344
αCD3_αCD226_5min__GOBP_GROWTH.txt	CK1D	1	30	7	1219	0.16042869266755969	0.540873878136344
αCD3_αCD226_5min__GOBP_GROWTH.txt	PDK1	1	30	7	1219	0.16042869266755969	0.540873878136344
αCD3_αCD226_5min__GOBP_GROWTH.txt	RSK2	1	30	7	1219	0.16042869266755969	0.540873878136344
αCD3_αCD226_5min__GOBP_GROWTH.txt	TBK1	1	30	7	1219	0.16042869266755969	0.540873878136344
αCD3_αCD226_5min__GOBP_GROWTH.txt	PKCT	1	30	8	1219	0.18121016067083795	0.5779134853826724
αCD3_αCD226_5min__GOBP_GROWTH.txt	ROCK1	1	30	8	1219	0.18121016067083795	0.5779134853826724
αCD3_αCD226_5min__GOBP_GROWTH.txt	DNAPK	1	30	9	1219	0.20149397171945466	0.6256918069183065
αCD3_αCD226_5min__GOBP_GROWTH.txt	PRKD1	1	30	10	1219	0.22129164184211272	0.6528103434342325
αCD3_αCD226_5min__GOBP_GROWTH.txt	p70S6K	1	30	10	1219	0.22129164184211272	0.6528103434342325
αCD3_αCD226_5min__GOBP_GROWTH.txt	GSK3A	1	30	11	1219	0.24061442988573273	0.6760119696789634
αCD3_αCD226_5min__GOBP_GROWTH.txt	Lck	1	30	11	1219	0.24061442988573273	0.6760119696789634
αCD3_αCD226_5min__GOBP_GROWTH.txt	LYN	1	30	12	1219	0.25947334305082215	0.6958603290908413
αCD3_αCD226_5min__GOBP_GROWTH.txt	mTOR	1	30	12	1219	0.25947334305082215	0.6958603290908413
αCD3_αCD226_5min__GOBP_GROWTH.txt	PKCA	2	30	41	1219	0.26744913694206796	0.7013110702036449
αCD3_αCD226_5min__GOBP_GROWTH.txt	Fyn	1	30	15	1219	0.313373243634517	0.8038704945407176
αCD3_αCD226_5min__GOBP_GROWTH.txt	AurA	1	30	16	1219	0.33048188374329157	0.8124346308689251
αCD3_αCD226_5min__GOBP_GROWTH.txt	p90RSK	1	30	16	1219	0.33048188374329157	0.8124346308689251
αCD3_αCD226_5min__GOBP_GROWTH.txt	PKCD	1	30	19	1219	0.3793714508919731	0.9135883919439352
αCD3_αCD226_5min__GOBP_GROWTH.txt	JNK1	1	30	22	1219	0.4248015356943151	1.0
αCD3_αCD226_5min__GOBP_GROWTH.txt	CDK5	1	30	23	1219	0.43921753730598656	1.0
αCD3_αCD226_5min__GOBP_GROWTH.txt	AMPKA1	1	30	29	1219	0.5186532211898782	1.0
αCD3_αCD226_5min__GOBP_GROWTH.txt	AurB	1	30	29	1219	0.5186532211898782	1.0
αCD3_αCD226_5min__GOBP_GROWTH.txt	GSK3B	1	30	33	1219	0.5654443131089458	1.0
αCD3_αCD226_5min__GOBP_GROWTH.txt	PLK1	1	30	33	1219	0.5654443131089458	1.0
αCD3_αCD226_5min__GOBP_GROWTH.txt	ALK	0	30	3	1219	1.0	1.0
αCD3_αCD226_5min__GOBP_GROWTH.txt	AMPKA2	0	30	7	1219	1.0	1.0
αCD3_αCD226_5min__GOBP_GROWTH.txt	AMPKG2	0	30	3	1219	1.0	1.0
αCD3_αCD226_5min__GOBP_GROWTH.txt	ASK1	0	30	5	1219	1.0	1.0
αCD3_αCD226_5min__GOBP_GROWTH.txt	ATR	0	30	19	1219	1.0	1.0
αCD3_αCD226_5min__GOBP_GROWTH.txt	AXL	0	30	3	1219	1.0	1.0
αCD3_αCD226_5min__GOBP_GROWTH.txt	BCR-ABL1	0	30	3	1219	1.0	1.0
αCD3_αCD226_5min__GOBP_GROWTH.txt	BRAF	0	30	3	1219	1.0	1.0
αCD3_αCD226_5min__GOBP_GROWTH.txt	BRSK1 iso2	0	30	3	1219	1.0	1.0
αCD3_αCD226_5min__GOBP_GROWTH.txt	BRSK2	0	30	3	1219	1.0	1.0
αCD3_αCD226_5min__GOBP_GROWTH.txt	Bcr	0	30	3	1219	1.0	1.0
αCD3_αCD226_5min__GOBP_GROWTH.txt	Brk	0	30	3	1219	1.0	1.0
αCD3_αCD226_5min__GOBP_GROWTH.txt	Btk	0	30	3	1219	1.0	1.0
αCD3_αCD226_5min__GOBP_GROWTH.txt	CAMK1A	0	30	3	1219	1.0	1.0
αCD3_αCD226_5min__GOBP_GROWTH.txt	CAMK2A	0	30	6	1219	1.0	1.0
αCD3_αCD226_5min__GOBP_GROWTH.txt	CAMKK1	0	30	3	1219	1.0	1.0
αCD3_αCD226_5min__GOBP_GROWTH.txt	CDC7	0	30	6	1219	1.0	1.0
αCD3_αCD226_5min__GOBP_GROWTH.txt	CK1A	0	30	7	1219	1.0	1.0
αCD3_αCD226_5min__GOBP_GROWTH.txt	CK1E	0	30	3	1219	1.0	1.0
αCD3_αCD226_5min__GOBP_GROWTH.txt	CK2A1	1	30	49	1219	1.0	1.0
αCD3_αCD226_5min__GOBP_GROWTH.txt	DAPK3	0	30	4	1219	1.0	1.0
αCD3_αCD226_5min__GOBP_GROWTH.txt	DYRK1A	0	30	3	1219	1.0	1.0
αCD3_αCD226_5min__GOBP_GROWTH.txt	DYRK2	0	30	3	1219	1.0	1.0
αCD3_αCD226_5min__GOBP_GROWTH.txt	EGFR	0	30	6	1219	1.0	1.0
αCD3_αCD226_5min__GOBP_GROWTH.txt	ERK5	0	30	3	1219	1.0	1.0
αCD3_αCD226_5min__GOBP_GROWTH.txt	FAK	0	30	6	1219	1.0	1.0
αCD3_αCD226_5min__GOBP_GROWTH.txt	Fer	0	30	3	1219	1.0	1.0
αCD3_αCD226_5min__GOBP_GROWTH.txt	HIPK2	0	30	5	1219	1.0	1.0
αCD3_αCD226_5min__GOBP_GROWTH.txt	Hck	0	30	3	1219	1.0	1.0
αCD3_αCD226_5min__GOBP_GROWTH.txt	IKKA	0	30	6	1219	1.0	1.0
αCD3_αCD226_5min__GOBP_GROWTH.txt	IKKB	0	30	8	1219	1.0	1.0
αCD3_αCD226_5min__GOBP_GROWTH.txt	ITK	0	30	3	1219	1.0	1.0
αCD3_αCD226_5min__GOBP_GROWTH.txt	JAK1	0	30	3	1219	1.0	1.0
αCD3_αCD226_5min__GOBP_GROWTH.txt	JAK2	0	30	9	1219	1.0	1.0
αCD3_αCD226_5min__GOBP_GROWTH.txt	JAK3	0	30	3	1219	1.0	1.0
αCD3_αCD226_5min__GOBP_GROWTH.txt	JNK2	0	30	6	1219	1.0	1.0
αCD3_αCD226_5min__GOBP_GROWTH.txt	LKB1	0	30	8	1219	1.0	1.0
αCD3_αCD226_5min__GOBP_GROWTH.txt	MARK2	0	30	5	1219	1.0	1.0
αCD3_αCD226_5min__GOBP_GROWTH.txt	MEK1	0	30	3	1219	1.0	1.0
αCD3_αCD226_5min__GOBP_GROWTH.txt	MELK	0	30	3	1219	1.0	1.0
αCD3_αCD226_5min__GOBP_GROWTH.txt	MLK3	0	30	3	1219	1.0	1.0
αCD3_αCD226_5min__GOBP_GROWTH.txt	Met	0	30	3	1219	1.0	1.0
αCD3_αCD226_5min__GOBP_GROWTH.txt	NEK6	0	30	7	1219	1.0	1.0
αCD3_αCD226_5min__GOBP_GROWTH.txt	NuaK1	0	30	3	1219	1.0	1.0
αCD3_αCD226_5min__GOBP_GROWTH.txt	PDGFRB	0	30	4	1219	1.0	1.0
αCD3_αCD226_5min__GOBP_GROWTH.txt	PKCE	0	30	8	1219	1.0	1.0
αCD3_αCD226_5min__GOBP_GROWTH.txt	PKCI	0	30	7	1219	1.0	1.0
αCD3_αCD226_5min__GOBP_GROWTH.txt	PKCZ	0	30	6	1219	1.0	1.0
αCD3_αCD226_5min__GOBP_GROWTH.txt	PKG1	0	30	7	1219	1.0	1.0
αCD3_αCD226_5min__GOBP_GROWTH.txt	PKM	0	30	4	1219	1.0	1.0
αCD3_αCD226_5min__GOBP_GROWTH.txt	PLK3	0	30	3	1219	1.0	1.0
αCD3_αCD226_5min__GOBP_GROWTH.txt	PRKD2	0	30	5	1219	1.0	1.0
αCD3_αCD226_5min__GOBP_GROWTH.txt	Pim1	0	30	7	1219	1.0	1.0
αCD3_αCD226_5min__GOBP_GROWTH.txt	Pim2	0	30	3	1219	1.0	1.0
αCD3_αCD226_5min__GOBP_GROWTH.txt	RAF1	0	30	3	1219	1.0	1.0
αCD3_αCD226_5min__GOBP_GROWTH.txt	ROCK2	0	30	3	1219	1.0	1.0
αCD3_αCD226_5min__GOBP_GROWTH.txt	Ret	0	30	5	1219	1.0	1.0
αCD3_αCD226_5min__GOBP_GROWTH.txt	SGK1	0	30	10	1219	1.0	1.0
αCD3_αCD226_5min__GOBP_GROWTH.txt	Src	1	30	55	1219	1.0	1.0
αCD3_αCD226_5min__GOBP_GROWTH.txt	Syk	0	30	7	1219	1.0	1.0
αCD3_αCD226_5min__GOBP_GROWTH.txt	TAK1	0	30	9	1219	1.0	1.0
αCD3_αCD226_5min__GOBP_GROWTH.txt	TTK	0	30	4	1219	1.0	1.0
αCD3_αCD226_5min__GOBP_GROWTH.txt	ZAP70	0	30	5	1219	1.0	1.0
αCD3_αCD226_5min__GOBP_REGULATION_OF_GROWTH.txt	PKACA	5	19	57	1219	0.0013174631634227027	0.08809530921439339
αCD3_αCD226_5min__GOBP_REGULATION_OF_GROWTH.txt	Cot	2	19	5	1219	0.002239711251213391	0.08809530921439339
αCD3_αCD226_5min__GOBP_REGULATION_OF_GROWTH.txt	PAK2	2	19	5	1219	0.002239711251213391	0.08809530921439339
αCD3_αCD226_5min__GOBP_REGULATION_OF_GROWTH.txt	PKCB iso2	2	19	7	1219	0.004616373000705557	0.13618300352081394
αCD3_αCD226_5min__GOBP_REGULATION_OF_GROWTH.txt	ERK2	4	19	54	1219	0.00812680535291884	0.19179260632888465
αCD3_αCD226_5min__GOBP_REGULATION_OF_GROWTH.txt	PAK1	2	19	18	1219	0.030362633980624172	0.43988615633586514
αCD3_αCD226_5min__GOBP_REGULATION_OF_GROWTH.txt	P38A	2	19	21	1219	0.04053240449439935	0.43988615633586514
αCD3_αCD226_5min__GOBP_REGULATION_OF_GROWTH.txt	Akt1	3	19	53	1219	0.04593766578828278	0.43988615633586514
αCD3_αCD226_5min__GOBP_REGULATION_OF_GROWTH.txt	IKKE	1	19	3	1219	0.04607182751028922	0.43988615633586514
αCD3_αCD226_5min__GOBP_REGULATION_OF_GROWTH.txt	NLK	1	19	3	1219	0.04607182751028922	0.43988615633586514
αCD3_αCD226_5min__GOBP_REGULATION_OF_GROWTH.txt	PAK4	1	19	3	1219	0.04607182751028922	0.43988615633586514
αCD3_αCD226_5min__GOBP_REGULATION_OF_GROWTH.txt	LATS1	1	19	4	1219	0.06097695520544094	0.43988615633586514
αCD3_αCD226_5min__GOBP_REGULATION_OF_GROWTH.txt	LATS2	1	19	4	1219	0.06097695520544094	0.43988615633586514
αCD3_αCD226_5min__GOBP_REGULATION_OF_GROWTH.txt	PKCG	1	19	4	1219	0.06097695520544094	0.43988615633586514
αCD3_αCD226_5min__GOBP_REGULATION_OF_GROWTH.txt	Akt3	1	19	5	1219	0.07566126619399781	0.43988615633586514
αCD3_αCD226_5min__GOBP_REGULATION_OF_GROWTH.txt	CDK7	1	19	5	1219	0.07566126619399781	0.43988615633586514
αCD3_αCD226_5min__GOBP_REGULATION_OF_GROWTH.txt	ULK1	1	19	5	1219	0.07566126619399781	0.43988615633586514
αCD3_αCD226_5min__GOBP_REGULATION_OF_GROWTH.txt	CDK1	4	19	109	1219	0.0821140994181474	0.43988615633586514
αCD3_αCD226_5min__GOBP_REGULATION_OF_GROWTH.txt	Akt2	1	19	6	1219	0.09012785263741964	0.43988615633586514
αCD3_αCD226_5min__GOBP_REGULATION_OF_GROWTH.txt	CDK4	1	19	6	1219	0.09012785263741964	0.43988615633586514
αCD3_αCD226_5min__GOBP_REGULATION_OF_GROWTH.txt	CDK6	1	19	6	1219	0.09012785263741964	0.43988615633586514
αCD3_αCD226_5min__GOBP_REGULATION_OF_GROWTH.txt	P38B	1	19	6	1219	0.09012785263741964	0.43988615633586514
αCD3_αCD226_5min__GOBP_REGULATION_OF_GROWTH.txt	PKCB	1	19	6	1219	0.09012785263741964	0.43988615633586514
αCD3_αCD226_5min__GOBP_REGULATION_OF_GROWTH.txt	CDK9	1	19	7	1219	0.10437976591020529	0.43988615633586514
αCD3_αCD226_5min__GOBP_REGULATION_OF_GROWTH.txt	CK1D	1	19	7	1219	0.10437976591020529	0.43988615633586514
αCD3_αCD226_5min__GOBP_REGULATION_OF_GROWTH.txt	PDK1	1	19	7	1219	0.10437976591020529	0.43988615633586514
αCD3_αCD226_5min__GOBP_REGULATION_OF_GROWTH.txt	RSK2	1	19	7	1219	0.10437976591020529	0.43988615633586514
αCD3_αCD226_5min__GOBP_REGULATION_OF_GROWTH.txt	TBK1	1	19	7	1219	0.10437976591020529	0.43988615633586514
αCD3_αCD226_5min__GOBP_REGULATION_OF_GROWTH.txt	CDK2	3	19	78	1219	0.11660793573422967	0.4507600651081455
αCD3_αCD226_5min__GOBP_REGULATION_OF_GROWTH.txt	PKCT	1	19	8	1219	0.11842001710468229	0.4507600651081455
αCD3_αCD226_5min__GOBP_REGULATION_OF_GROWTH.txt	ROCK1	1	19	8	1219	0.11842001710468229	0.4507600651081455
αCD3_αCD226_5min__GOBP_REGULATION_OF_GROWTH.txt	PKCA	2	19	41	1219	0.13170467717386047	0.4856609970786105
αCD3_αCD226_5min__GOBP_REGULATION_OF_GROWTH.txt	Chk2	1	19	10	1219	0.1458773792051091	0.491815164177225
αCD3_αCD226_5min__GOBP_REGULATION_OF_GROWTH.txt	PRKD1	1	19	10	1219	0.1458773792051091	0.491815164177225
αCD3_αCD226_5min__GOBP_REGULATION_OF_GROWTH.txt	p70S6K	1	19	10	1219	0.1458773792051091	0.491815164177225
αCD3_αCD226_5min__GOBP_REGULATION_OF_GROWTH.txt	GSK3A	1	19	11	1219	0.15930031534663344	0.5080388435379121
αCD3_αCD226_5min__GOBP_REGULATION_OF_GROWTH.txt	Lck	1	19	11	1219	0.15930031534663344	0.5080388435379121
αCD3_αCD226_5min__GOBP_REGULATION_OF_GROWTH.txt	ERK1	2	19	47	1219	0.16440158713234226	0.5105101916214839
αCD3_αCD226_5min__GOBP_REGULATION_OF_GROWTH.txt	mTOR	1	19	12	1219	0.17252324085028742	0.5219933953931774
αCD3_αCD226_5min__GOBP_REGULATION_OF_GROWTH.txt	Fyn	1	19	15	1219	0.2110199376425666	0.6132449563578787
αCD3_αCD226_5min__GOBP_REGULATION_OF_GROWTH.txt	Chk1	2	19	57	1219	0.22174766994579864	0.6132449563578787
αCD3_αCD226_5min__GOBP_REGULATION_OF_GROWTH.txt	AurA	1	19	16	1219	0.22347061968973544	0.6132449563578787
αCD3_αCD226_5min__GOBP_REGULATION_OF_GROWTH.txt	p90RSK	1	19	16	1219	0.22347061968973544	0.6132449563578787
αCD3_αCD226_5min__GOBP_REGULATION_OF_GROWTH.txt	MAPKAPK2	1	19	19	1219	0.2597154028860707	0.6810315009012521
αCD3_αCD226_5min__GOBP_REGULATION_OF_GROWTH.txt	PKCD	1	19	19	1219	0.2597154028860707	0.6810315009012521
αCD3_αCD226_5min__GOBP_REGULATION_OF_GROWTH.txt	Abl	1	19	21	1219	0.2829817842326733	0.725909794335988
αCD3_αCD226_5min__GOBP_REGULATION_OF_GROWTH.txt	JNK1	1	19	22	1219	0.2943535255511868	0.7390152343625541
αCD3_αCD226_5min__GOBP_REGULATION_OF_GROWTH.txt	CDK5	1	19	23	1219	0.3055542632408507	0.7511542304670913
αCD3_αCD226_5min__GOBP_REGULATION_OF_GROWTH.txt	AMPKA1	1	19	29	1219	0.3693014744333458	0.8715514796626961
αCD3_αCD226_5min__GOBP_REGULATION_OF_GROWTH.txt	AurB	1	19	29	1219	0.3693014744333458	0.8715514796626961
αCD3_αCD226_5min__GOBP_REGULATION_OF_GROWTH.txt	GSK3B	1	19	33	1219	0.4086753943193353	0.9273787794169532
αCD3_αCD226_5min__GOBP_REGULATION_OF_GROWTH.txt	PLK1	1	19	33	1219	0.4086753943193353	0.9273787794169532
αCD3_αCD226_5min__GOBP_REGULATION_OF_GROWTH.txt	ATM	1	19	40	1219	0.4720370368169064	1.0
αCD3_αCD226_5min__GOBP_REGULATION_OF_GROWTH.txt	CK2A1	1	19	49	1219	0.5440860801275548	1.0
αCD3_αCD226_5min__GOBP_REGULATION_OF_GROWTH.txt	Src	1	19	55	1219	0.5868312930945019	1.0
αCD3_αCD226_5min__GOBP_REGULATION_OF_GROWTH.txt	ALK	0	19	3	1219	1.0	1.0
αCD3_αCD226_5min__GOBP_REGULATION_OF_GROWTH.txt	AMPKA2	0	19	7	1219	1.0	1.0
αCD3_αCD226_5min__GOBP_REGULATION_OF_GROWTH.txt	AMPKG2	0	19	3	1219	1.0	1.0
αCD3_αCD226_5min__GOBP_REGULATION_OF_GROWTH.txt	ASK1	0	19	5	1219	1.0	1.0
αCD3_αCD226_5min__GOBP_REGULATION_OF_GROWTH.txt	ATR	0	19	19	1219	1.0	1.0
αCD3_αCD226_5min__GOBP_REGULATION_OF_GROWTH.txt	AXL	0	19	3	1219	1.0	1.0
αCD3_αCD226_5min__GOBP_REGULATION_OF_GROWTH.txt	BCR-ABL1	0	19	3	1219	1.0	1.0
αCD3_αCD226_5min__GOBP_REGULATION_OF_GROWTH.txt	BRAF	0	19	3	1219	1.0	1.0
αCD3_αCD226_5min__GOBP_REGULATION_OF_GROWTH.txt	BRSK1 iso2	0	19	3	1219	1.0	1.0
αCD3_αCD226_5min__GOBP_REGULATION_OF_GROWTH.txt	BRSK2	0	19	3	1219	1.0	1.0
αCD3_αCD226_5min__GOBP_REGULATION_OF_GROWTH.txt	Bcr	0	19	3	1219	1.0	1.0
αCD3_αCD226_5min__GOBP_REGULATION_OF_GROWTH.txt	Brk	0	19	3	1219	1.0	1.0
αCD3_αCD226_5min__GOBP_REGULATION_OF_GROWTH.txt	Btk	0	19	3	1219	1.0	1.0
αCD3_αCD226_5min__GOBP_REGULATION_OF_GROWTH.txt	CAMK1A	0	19	3	1219	1.0	1.0
αCD3_αCD226_5min__GOBP_REGULATION_OF_GROWTH.txt	CAMK2A	0	19	6	1219	1.0	1.0
αCD3_αCD226_5min__GOBP_REGULATION_OF_GROWTH.txt	CAMKK1	0	19	3	1219	1.0	1.0
αCD3_αCD226_5min__GOBP_REGULATION_OF_GROWTH.txt	CDC7	0	19	6	1219	1.0	1.0
αCD3_αCD226_5min__GOBP_REGULATION_OF_GROWTH.txt	CK1A	0	19	7	1219	1.0	1.0
αCD3_αCD226_5min__GOBP_REGULATION_OF_GROWTH.txt	CK1E	0	19	3	1219	1.0	1.0
αCD3_αCD226_5min__GOBP_REGULATION_OF_GROWTH.txt	DAPK3	0	19	4	1219	1.0	1.0
αCD3_αCD226_5min__GOBP_REGULATION_OF_GROWTH.txt	DNAPK	0	19	9	1219	1.0	1.0
αCD3_αCD226_5min__GOBP_REGULATION_OF_GROWTH.txt	DYRK1A	0	19	3	1219	1.0	1.0
αCD3_αCD226_5min__GOBP_REGULATION_OF_GROWTH.txt	DYRK2	0	19	3	1219	1.0	1.0
αCD3_αCD226_5min__GOBP_REGULATION_OF_GROWTH.txt	EGFR	0	19	6	1219	1.0	1.0
αCD3_αCD226_5min__GOBP_REGULATION_OF_GROWTH.txt	ERK5	0	19	3	1219	1.0	1.0
αCD3_αCD226_5min__GOBP_REGULATION_OF_GROWTH.txt	FAK	0	19	6	1219	1.0	1.0
αCD3_αCD226_5min__GOBP_REGULATION_OF_GROWTH.txt	Fer	0	19	3	1219	1.0	1.0
αCD3_αCD226_5min__GOBP_REGULATION_OF_GROWTH.txt	HIPK2	0	19	5	1219	1.0	1.0
αCD3_αCD226_5min__GOBP_REGULATION_OF_GROWTH.txt	Hck	0	19	3	1219	1.0	1.0
αCD3_αCD226_5min__GOBP_REGULATION_OF_GROWTH.txt	IKKA	0	19	6	1219	1.0	1.0
αCD3_αCD226_5min__GOBP_REGULATION_OF_GROWTH.txt	IKKB	0	19	8	1219	1.0	1.0
αCD3_αCD226_5min__GOBP_REGULATION_OF_GROWTH.txt	ITK	0	19	3	1219	1.0	1.0
αCD3_αCD226_5min__GOBP_REGULATION_OF_GROWTH.txt	JAK1	0	19	3	1219	1.0	1.0
αCD3_αCD226_5min__GOBP_REGULATION_OF_GROWTH.txt	JAK2	0	19	9	1219	1.0	1.0
αCD3_αCD226_5min__GOBP_REGULATION_OF_GROWTH.txt	JAK3	0	19	3	1219	1.0	1.0
αCD3_αCD226_5min__GOBP_REGULATION_OF_GROWTH.txt	JNK2	0	19	6	1219	1.0	1.0
αCD3_αCD226_5min__GOBP_REGULATION_OF_GROWTH.txt	LKB1	0	19	8	1219	1.0	1.0
αCD3_αCD226_5min__GOBP_REGULATION_OF_GROWTH.txt	LYN	0	19	12	1219	1.0	1.0
αCD3_αCD226_5min__GOBP_REGULATION_OF_GROWTH.txt	MARK2	0	19	5	1219	1.0	1.0
αCD3_αCD226_5min__GOBP_REGULATION_OF_GROWTH.txt	MEK1	0	19	3	1219	1.0	1.0
αCD3_αCD226_5min__GOBP_REGULATION_OF_GROWTH.txt	MELK	0	19	3	1219	1.0	1.0
αCD3_αCD226_5min__GOBP_REGULATION_OF_GROWTH.txt	MLK3	0	19	3	1219	1.0	1.0
αCD3_αCD226_5min__GOBP_REGULATION_OF_GROWTH.txt	Met	0	19	3	1219	1.0	1.0
αCD3_αCD226_5min__GOBP_REGULATION_OF_GROWTH.txt	NEK6	0	19	7	1219	1.0	1.0
αCD3_αCD226_5min__GOBP_REGULATION_OF_GROWTH.txt	NuaK1	0	19	3	1219	1.0	1.0
αCD3_αCD226_5min__GOBP_REGULATION_OF_GROWTH.txt	PDGFRB	0	19	4	1219	1.0	1.0
αCD3_αCD226_5min__GOBP_REGULATION_OF_GROWTH.txt	PKCE	0	19	8	1219	1.0	1.0
αCD3_αCD226_5min__GOBP_REGULATION_OF_GROWTH.txt	PKCI	0	19	7	1219	1.0	1.0
αCD3_αCD226_5min__GOBP_REGULATION_OF_GROWTH.txt	PKCZ	0	19	6	1219	1.0	1.0
