set_a	set_b	intersection	jaccard
αCD3_αCD226_5min__GOBP_CYTOSOLIC_TRANSPORT.txt	αCD3_αCD226_5min__GO_0008380.txt	0	0.0
αCD3_αCD226_5min__GOBP_CYTOSOLIC_TRANSPORT.txt	αCD3_αCD226_10min__GOBP_BIOLOGICAL_PROCESS_INVOLVED_IN_SYMBIOTIC_INTERACTION.txt	0	0.0
αCD3_αCD226_5min__GOBP_CYTOSOLIC_TRANSPORT.txt	αCD3_10min__GO_0000184.txt	0	0.0
αCD3_αCD226_5min__GOBP_CYTOSOLIC_TRANSPORT.txt	αCD3_αICOS_10min__GO_0032869.txt	0	0.0
αCD3_αCD226_5min__GOBP_CYTOSOLIC_TRANSPORT.txt	αCD3_αICOS_10min__GOBP_NEURAL_PRECURSOR_CELL_PROLIFERATION.txt	0	0.0
αCD3_5min__nan.txt	αCD3_10min__nan.txt	0	0.0
αCD3_5min__nan.txt	αCD3_αICOS_5min__GOBP_TYPE_I_INTERFERON_PRODUCTION.txt	0	0.0
αCD3_5min__nan.txt	αCD3_αICOS_10min__GO_0051276.txt	0	0.0
αCD3_5min__nan.txt	αCD3_αICOS_10min__GOBP_CALCIUM_ION_TRANSMEMBRANE_TRANSPORT.txt	0	0.0
αCD3_5min__nan.txt	αCD3_αCD2_10min__GO_0043484.txt	0	0.0
αCD3_5min__nan.txt	αCD3_αCD2_10min__GO_0031401.txt	0	0.0
αCD3_5min__nan.txt	αCD3_αCD226_5min__GO_0008380.txt	0	0.0
αCD3_5min__nan.txt	αCD3_αCD226_10min__GOBP_BIOLOGICAL_PROCESS_INVOLVED_IN_SYMBIOTIC_INTERACTION.txt	0	0.0
αCD3_5min__nan.txt	αCD3_10min__GO_0000184.txt	0	0.0
αCD3_5min__nan.txt	αCD3_αICOS_10min__GO_0032869.txt	0	0.0
αCD3_5min__nan.txt	αCD3_αICOS_10min__GOBP_NEURAL_PRECURSOR_CELL_PROLIFERATION.txt	0	0.0
αCD3_5min__nan.txt	αCD3_αCD2_10min__GOBP_RETROGRADE_TRANSPORT_ENDOSOME_TO_GOLGI.txt	0	0.0
αCD3_5min__nan.txt	αCD3_αCD226_5min__GOBP_CYTOSOLIC_TRANSPORT.txt	0	0.0
αCD3_αCD226_5min__GOBP_CYTOSOLIC_TRANSPORT.txt	αCD3_αCD2_10min__GO_0043484.txt	0	0.0
αCD3_αCD226_5min__GOBP_CYTOSOLIC_TRANSPORT.txt	αCD3_αICOS_10min__GOBP_CALCIUM_ION_TRANSMEMBRANE_TRANSPORT.txt	0	0.0
αCD3_αCD226_5min__GOBP_CYTOSOLIC_TRANSPORT.txt	αCD3_αICOS_10min__GO_0051276.txt	0	0.0
αCD3_αCD2_10min__GOBP_RETROGRADE_TRANSPORT_ENDOSOME_TO_GOLGI.txt	αCD3_αICOS_10min__GO_0051276.txt	0	0.0
αCD3_αICOS_10min__GOBP_NEURAL_PRECURSOR_CELL_PROLIFERATION.txt	αCD3_αCD2_10min__GO_0043484.txt	0	0.0
αCD3_αICOS_10min__GOBP_NEURAL_PRECURSOR_CELL_PROLIFERATION.txt	αCD3_αCD2_10min__GO_0031401.txt	0	0.0
αCD3_αICOS_10min__GOBP_NEURAL_PRECURSOR_CELL_PROLIFERATION.txt	αCD3_αCD226_5min__GO_0008380.txt	0	0.0
αCD3_αICOS_10min__GOBP_NEURAL_PRECURSOR_CELL_PROLIFERATION.txt	αCD3_αCD226_10min__GOBP_BIOLOGICAL_PROCESS_INVOLVED_IN_SYMBIOTIC_INTERACTION.txt	0	0.0
αCD3_αICOS_10min__GOBP_NEURAL_PRECURSOR_CELL_PROLIFERATION.txt	αCD3_10min__GO_0000184.txt	0	0.0
αCD3_αICOS_10min__GOBP_NEURAL_PRECURSOR_CELL_PROLIFERATION.txt	αCD3_αICOS_10min__GO_0032869.txt	0	0.0
αCD3_αCD2_10min__GOBP_RETROGRADE_TRANSPORT_ENDOSOME_TO_GOLGI.txt	αCD3_10min__nan.txt	0	0.0
αCD3_αCD2_10min__GOBP_RETROGRADE_TRANSPORT_ENDOSOME_TO_GOLGI.txt	αCD3_αICOS_5min__GOBP_TYPE_I_INTERFERON_PRODUCTION.txt	0	0.0
αCD3_αCD2_10min__GOBP_RETROGRADE_TRANSPORT_ENDOSOME_TO_GOLGI.txt	αCD3_αICOS_10min__GOBP_CALCIUM_ION_TRANSMEMBRANE_TRANSPORT.txt	0	0.0
αCD3_αCD226_5min__GOBP_CYTOSOLIC_TRANSPORT.txt	αCD3_αICOS_5min__GOBP_TYPE_I_INTERFERON_PRODUCTION.txt	0	0.0
αCD3_αCD2_10min__GOBP_RETROGRADE_TRANSPORT_ENDOSOME_TO_GOLGI.txt	αCD3_αCD2_10min__GO_0043484.txt	0	0.0
αCD3_αCD2_10min__GOBP_RETROGRADE_TRANSPORT_ENDOSOME_TO_GOLGI.txt	αCD3_αCD2_10min__GO_0031401.txt	0	0.0
αCD3_αCD2_10min__GOBP_RETROGRADE_TRANSPORT_ENDOSOME_TO_GOLGI.txt	αCD3_αCD226_5min__GO_0008380.txt	0	0.0
αCD3_αCD2_10min__GOBP_RETROGRADE_TRANSPORT_ENDOSOME_TO_GOLGI.txt	αCD3_αCD226_10min__GOBP_BIOLOGICAL_PROCESS_INVOLVED_IN_SYMBIOTIC_INTERACTION.txt	0	0.0
αCD3_αCD2_10min__GOBP_RETROGRADE_TRANSPORT_ENDOSOME_TO_GOLGI.txt	αCD3_10min__GO_0000184.txt	0	0.0
αCD3_αCD2_10min__GOBP_RETROGRADE_TRANSPORT_ENDOSOME_TO_GOLGI.txt	αCD3_αICOS_10min__GO_0032869.txt	0	0.0
αCD3_αCD2_10min__GOBP_RETROGRADE_TRANSPORT_ENDOSOME_TO_GOLGI.txt	αCD3_αICOS_10min__GOBP_NEURAL_PRECURSOR_CELL_PROLIFERATION.txt	0	0.0
αCD3_αCD226_5min__GOBP_CYTOSOLIC_TRANSPORT.txt	αCD3_10min__nan.txt	0	0.0
αCD3_5min__GO_0034250.txt	αCD3_αICOS_10min__GOBP_VESICLE_ORGANIZATION.txt	0	0.0
αCD3_5min__GO_0034250.txt	αCD3_αCD2_5min__GOBP_POSITIVE_REGULATION_OF_CHROMOSOME_ORGANIZATION.txt	0	0.0
αCD3_10min__GO_0032869.txt	αCD3_10min__nan.txt	0	0.0
αCD3_10min__GOBP_ERBB_SIGNALING_PATHWAY.txt	αCD3_5min__GO_0034250.txt	0	0.0
αCD3_10min__GOBP_ERBB_SIGNALING_PATHWAY.txt	αCD3_αCD226_10min__GOBP_DNA_RECOMBINATION.txt	0	0.0
αCD3_αICOS_5min__GOBP_DEFENSE_RESPONSE_TO_VIRUS.txt	αCD3_10min__nan.txt	0	0.0
αCD3_αCD226_10min__GOBP_REGULATION_OF_TRANSPORT.txt	αCD3_10min__GOBP_RESPONSE_TO_TRANSFORMING_GROWTH_FACTOR_BETA.txt	0	0.0
αCD3_αICOS_5min__GOBP_DEFENSE_RESPONSE_TO_VIRUS.txt	αCD3_αICOS_10min__GO_0051276.txt	0	0.0
αCD3_αICOS_5min__GOBP_DEFENSE_RESPONSE_TO_VIRUS.txt	αCD3_αICOS_10min__GOBP_CALCIUM_ION_TRANSMEMBRANE_TRANSPORT.txt	0	0.0
αCD3_αICOS_5min__GOBP_DEFENSE_RESPONSE_TO_VIRUS.txt	αCD3_αCD2_10min__GO_0043484.txt	0	0.0
αCD3_αICOS_5min__GOBP_DEFENSE_RESPONSE_TO_VIRUS.txt	αCD3_αCD2_10min__GO_0031401.txt	0	0.0
αCD3_αICOS_5min__GOBP_DEFENSE_RESPONSE_TO_VIRUS.txt	αCD3_αCD226_5min__GO_0008380.txt	0	0.0
αCD3_αICOS_5min__GOBP_DEFENSE_RESPONSE_TO_VIRUS.txt	αCD3_αCD226_10min__GOBP_BIOLOGICAL_PROCESS_INVOLVED_IN_SYMBIOTIC_INTERACTION.txt	0	0.0
αCD3_αICOS_5min__GOBP_DEFENSE_RESPONSE_TO_VIRUS.txt	αCD3_10min__GO_0000184.txt	0	0.0
αCD3_αICOS_5min__GOBP_DEFENSE_RESPONSE_TO_VIRUS.txt	αCD3_αICOS_10min__GO_0032869.txt	0	0.0
αCD3_αICOS_5min__GOBP_DEFENSE_RESPONSE_TO_VIRUS.txt	αCD3_αICOS_10min__GOBP_NEURAL_PRECURSOR_CELL_PROLIFERATION.txt	0	0.0
αCD3_10min__GOBP_RESPONSE_TO_TRANSFORMING_GROWTH_FACTOR_BETA.txt	αCD3_10min__nan.txt	0	0.0
αCD3_αICOS_5min__GOBP_DEFENSE_RESPONSE_TO_VIRUS.txt	αCD3_αCD226_5min__GOBP_CYTOSOLIC_TRANSPORT.txt	0	0.0
αCD3_αICOS_5min__GOBP_DEFENSE_RESPONSE_TO_VIRUS.txt	αCD3_5min__nan.txt	0	0.0
αCD3_αICOS_5min__GOBP_DEFENSE_RESPONSE_TO_VIRUS.txt	αCD3_5min__GO_0006397.txt	0	0.0
αCD3_αICOS_5min__GOBP_DEFENSE_RESPONSE_TO_VIRUS.txt	αCD3_5min__GOBP_RESPONSE_TO_UV.txt	0	0.0
αCD3_αICOS_5min__GOBP_DEFENSE_RESPONSE_TO_VIRUS.txt	αCD3_αICOS_5min__GO_0051091.txt	0	0.0
αCD3_αICOS_5min__GOBP_DEFENSE_RESPONSE_TO_VIRUS.txt	αCD3_αICOS_10min__GOBP_VESICLE_ORGANIZATION.txt	0	0.0
αCD3_10min__GOBP_ERBB_SIGNALING_PATHWAY.txt	αCD3_αCD2_5min__GO_0000184.txt	0	0.0
αCD3_10min__GOBP_ERBB_SIGNALING_PATHWAY.txt	αCD3_αICOS_10min__GOBP_VESICLE_ORGANIZATION.txt	0	0.0
αCD3_10min__GO_0032869.txt	αCD3_αICOS_5min__GOBP_TYPE_I_INTERFERON_PRODUCTION.txt	0	0.0
αCD3_10min__GOBP_ERBB_SIGNALING_PATHWAY.txt	αCD3_αICOS_5min__GO_0051091.txt	0	0.0
αCD3_αCD226_10min__GOBP_DNA_RECOMBINATION.txt	αCD3_5min__GO_0034250.txt	0	0.0
αCD3_αCD226_10min__GOBP_DNA_RECOMBINATION.txt	αCD3_10min__GO_0032869.txt	0	0.0
αCD3_αCD226_10min__GOBP_DNA_RECOMBINATION.txt	αCD3_10min__GOBP_TELOMERE_ORGANIZATION.txt	0	0.0
αCD3_αCD226_10min__GOBP_DNA_RECOMBINATION.txt	αCD3_αCD2_5min__GO_0000184.txt	0	0.0
αCD3_αCD226_10min__GOBP_DNA_RECOMBINATION.txt	αCD3_αCD2_10min__nan.txt	0	0.0
αCD3_10min__GOBP_ERBB_SIGNALING_PATHWAY.txt	αCD3_10min__nan.txt	0	0.0
αCD3_10min__GOBP_ERBB_SIGNALING_PATHWAY.txt	αCD3_αICOS_5min__GOBP_TYPE_I_INTERFERON_PRODUCTION.txt	0	0.0
αCD3_10min__GOBP_ERBB_SIGNALING_PATHWAY.txt	αCD3_αICOS_10min__GO_0051276.txt	0	0.0
αCD3_αCD226_10min__GOBP_REGULATION_OF_TRANSPORT.txt	αCD3_αCD2_5min__GOBP_CYTOPLASMIC_TRANSLATION.txt	0	0.0
αCD3_10min__GOBP_ERBB_SIGNALING_PATHWAY.txt	αCD3_αCD2_10min__GO_0043484.txt	0	0.0
αCD3_10min__GOBP_ERBB_SIGNALING_PATHWAY.txt	αCD3_αCD226_5min__GO_0008380.txt	0	0.0
αCD3_10min__GOBP_ERBB_SIGNALING_PATHWAY.txt	αCD3_αCD226_10min__GOBP_BIOLOGICAL_PROCESS_INVOLVED_IN_SYMBIOTIC_INTERACTION.txt	0	0.0
αCD3_10min__GOBP_ERBB_SIGNALING_PATHWAY.txt	αCD3_10min__GO_0000184.txt	0	0.0
αCD3_10min__GOBP_ERBB_SIGNALING_PATHWAY.txt	αCD3_αICOS_10min__GOBP_NEURAL_PRECURSOR_CELL_PROLIFERATION.txt	0	0.0
αCD3_10min__GOBP_ERBB_SIGNALING_PATHWAY.txt	αCD3_αCD2_10min__GOBP_RETROGRADE_TRANSPORT_ENDOSOME_TO_GOLGI.txt	0	0.0
αCD3_10min__GOBP_ERBB_SIGNALING_PATHWAY.txt	αCD3_αCD226_5min__GOBP_CYTOSOLIC_TRANSPORT.txt	0	0.0
αCD3_10min__GOBP_ERBB_SIGNALING_PATHWAY.txt	αCD3_5min__nan.txt	0	0.0
αCD3_10min__GOBP_ERBB_SIGNALING_PATHWAY.txt	αCD3_5min__GO_0006397.txt	0	0.0
αCD3_10min__GOBP_ERBB_SIGNALING_PATHWAY.txt	αCD3_5min__GOBP_RESPONSE_TO_UV.txt	0	0.0
αCD3_αICOS_5min__GOBP_DEFENSE_RESPONSE_TO_VIRUS.txt	αCD3_αCD2_5min__GOBP_POSITIVE_REGULATION_OF_CHROMOSOME_ORGANIZATION.txt	0	0.0
αCD3_αICOS_5min__GOBP_DEFENSE_RESPONSE_TO_VIRUS.txt	αCD3_5min__GO_0034250.txt	0	0.0
αCD3_αICOS_5min__GOBP_DEFENSE_RESPONSE_TO_VIRUS.txt	αCD3_10min__GO_0032869.txt	0	0.0
αCD3_αICOS_5min__GOBP_DEFENSE_RESPONSE_TO_VIRUS.txt	αCD3_10min__GOBP_TELOMERE_ORGANIZATION.txt	0	0.0
αCD3_αCD2_5min__nan.txt	αCD3_αCD2_5min__GOBP_POSITIVE_REGULATION_OF_CHROMOSOME_ORGANIZATION.txt	0	0.0
αCD3_αCD2_5min__nan.txt	αCD3_5min__GO_0034250.txt	0	0.0
αCD3_αCD2_5min__nan.txt	αCD3_10min__GOBP_TELOMERE_ORGANIZATION.txt	0	0.0
αCD3_αCD2_5min__nan.txt	αCD3_αCD2_5min__GO_0000184.txt	0	0.0
αCD3_αCD2_5min__nan.txt	αCD3_αCD2_10min__nan.txt	0	0.0
αCD3_αCD2_5min__nan.txt	αCD3_αCD226_10min__GOBP_DNA_RECOMBINATION.txt	0	0.0
αCD3_αCD2_5min__nan.txt	αCD3_10min__GOBP_ERBB_SIGNALING_PATHWAY.txt	0	0.0
αCD3_αCD2_5min__nan.txt	αCD3_αICOS_5min__GOBP_DEFENSE_RESPONSE_TO_VIRUS.txt	0	0.0
αCD3_αCD2_5min__GO_0006351.txt	αCD3_10min__nan.txt	0	0.0
αCD3_αCD2_5min__GO_0006351.txt	αCD3_αICOS_5min__GOBP_TYPE_I_INTERFERON_PRODUCTION.txt	0	0.0
αCD3_αCD2_5min__GO_0006351.txt	αCD3_αICOS_10min__GO_0051276.txt	0	0.0
αCD3_αCD2_5min__GO_0006351.txt	αCD3_αICOS_10min__GOBP_CALCIUM_ION_TRANSMEMBRANE_TRANSPORT.txt	0	0.0
αCD3_αCD2_5min__GO_0006351.txt	αCD3_αCD2_10min__GO_0043484.txt	0	0.0
αCD3_αCD2_5min__GO_0006351.txt	αCD3_αCD2_10min__GO_0031401.txt	0	0.0
αCD3_αCD2_5min__GO_0006351.txt	αCD3_αCD226_5min__GO_0008380.txt	0	0.0
αCD3_αCD2_5min__GO_0006351.txt	αCD3_αCD226_10min__GOBP_BIOLOGICAL_PROCESS_INVOLVED_IN_SYMBIOTIC_INTERACTION.txt	0	0.0
αCD3_αCD2_5min__GO_0006351.txt	αCD3_10min__GO_0000184.txt	0	0.0
αCD3_αCD2_5min__GO_0006351.txt	αCD3_αICOS_10min__GO_0032869.txt	0	0.0
αCD3_αCD2_5min__GO_0006351.txt	αCD3_αICOS_10min__GOBP_NEURAL_PRECURSOR_CELL_PROLIFERATION.txt	0	0.0
αCD3_αCD2_5min__nan.txt	αCD3_αICOS_10min__GOBP_VESICLE_ORGANIZATION.txt	0	0.0
αCD3_αCD2_5min__nan.txt	αCD3_αICOS_5min__GO_0051091.txt	0	0.0
αCD3_αCD2_5min__nan.txt	αCD3_5min__GOBP_RESPONSE_TO_UV.txt	0	0.0
αCD3_αCD2_5min__nan.txt	αCD3_αCD2_10min__GO_0043484.txt	0	0.0
αCD3_αICOS_5min__GOBP_DEFENSE_RESPONSE_TO_VIRUS.txt	αCD3_αCD2_5min__GO_0000184.txt	0	0.0
αCD3_αICOS_5min__GOBP_DEFENSE_RESPONSE_TO_VIRUS.txt	αCD3_αCD2_10min__nan.txt	0	0.0
αCD3_αICOS_5min__GOBP_DEFENSE_RESPONSE_TO_VIRUS.txt	αCD3_αCD226_10min__GOBP_DNA_RECOMBINATION.txt	0	0.0
αCD3_αICOS_5min__GOBP_DEFENSE_RESPONSE_TO_VIRUS.txt	αCD3_10min__GOBP_ERBB_SIGNALING_PATHWAY.txt	0	0.0
αCD3_αCD2_5min__nan.txt	αCD3_10min__nan.txt	0	0.0
αCD3_αCD2_5min__nan.txt	αCD3_αICOS_5min__GOBP_TYPE_I_INTERFERON_PRODUCTION.txt	0	0.0
αCD3_αCD2_5min__nan.txt	αCD3_αICOS_10min__GO_0051276.txt	0	0.0
αCD3_αCD2_5min__nan.txt	αCD3_αICOS_10min__GOBP_CALCIUM_ION_TRANSMEMBRANE_TRANSPORT.txt	0	0.0
αCD3_αCD2_5min__nan.txt	αCD3_αCD2_10min__GO_0031401.txt	0	0.0
αCD3_αCD2_5min__nan.txt	αCD3_5min__GO_0006397.txt	0	0.0
αCD3_αCD2_5min__nan.txt	αCD3_αCD226_5min__GO_0008380.txt	0	0.0
αCD3_αCD2_5min__nan.txt	αCD3_αCD226_10min__GOBP_BIOLOGICAL_PROCESS_INVOLVED_IN_SYMBIOTIC_INTERACTION.txt	0	0.0
αCD3_αCD2_5min__nan.txt	αCD3_10min__GO_0000184.txt	0	0.0
αCD3_αCD2_5min__nan.txt	αCD3_αICOS_10min__GO_0032869.txt	0	0.0
αCD3_αCD2_5min__nan.txt	αCD3_αICOS_10min__GOBP_NEURAL_PRECURSOR_CELL_PROLIFERATION.txt	0	0.0
αCD3_αCD2_5min__nan.txt	αCD3_αCD2_10min__GOBP_RETROGRADE_TRANSPORT_ENDOSOME_TO_GOLGI.txt	0	0.0
αCD3_αCD2_5min__nan.txt	αCD3_αCD226_5min__GOBP_CYTOSOLIC_TRANSPORT.txt	0	0.0
αCD3_αCD2_5min__nan.txt	αCD3_5min__nan.txt	0	0.0
αCD3_αCD226_10min__GOBP_DNA_RECOMBINATION.txt	αCD3_αCD2_5min__GOBP_POSITIVE_REGULATION_OF_CHROMOSOME_ORGANIZATION.txt	0	0.0
αCD3_αCD226_10min__GOBP_DNA_RECOMBINATION.txt	αCD3_αICOS_10min__GOBP_VESICLE_ORGANIZATION.txt	0	0.0
αCD3_αCD226_10min__GOBP_DNA_RECOMBINATION.txt	αCD3_αICOS_5min__GO_0051091.txt	0	0.0
αCD3_αCD2_5min__GO_0000184.txt	αCD3_αCD2_10min__GOBP_RETROGRADE_TRANSPORT_ENDOSOME_TO_GOLGI.txt	0	0.0
αCD3_10min__GOBP_TELOMERE_ORGANIZATION.txt	αCD3_10min__GO_0000184.txt	0	0.0
αCD3_10min__GOBP_TELOMERE_ORGANIZATION.txt	αCD3_αICOS_10min__GOBP_NEURAL_PRECURSOR_CELL_PROLIFERATION.txt	0	0.0
αCD3_10min__GOBP_TELOMERE_ORGANIZATION.txt	αCD3_αCD2_10min__GOBP_RETROGRADE_TRANSPORT_ENDOSOME_TO_GOLGI.txt	0	0.0
αCD3_10min__GOBP_TELOMERE_ORGANIZATION.txt	αCD3_αCD226_5min__GOBP_CYTOSOLIC_TRANSPORT.txt	0	0.0
αCD3_10min__GOBP_TELOMERE_ORGANIZATION.txt	αCD3_5min__nan.txt	0	0.0
αCD3_10min__GOBP_TELOMERE_ORGANIZATION.txt	αCD3_5min__GO_0006397.txt	0	0.0
αCD3_10min__GOBP_TELOMERE_ORGANIZATION.txt	αCD3_5min__GOBP_RESPONSE_TO_UV.txt	0	0.0
αCD3_10min__GOBP_TELOMERE_ORGANIZATION.txt	αCD3_αICOS_5min__GO_0051091.txt	0	0.0
αCD3_10min__GOBP_TELOMERE_ORGANIZATION.txt	αCD3_αICOS_10min__GOBP_VESICLE_ORGANIZATION.txt	0	0.0
αCD3_10min__GOBP_TELOMERE_ORGANIZATION.txt	αCD3_5min__GO_0034250.txt	0	0.0
αCD3_αCD2_5min__GO_0000184.txt	αCD3_10min__nan.txt	0	0.0
αCD3_αCD2_5min__GO_0000184.txt	αCD3_αICOS_5min__GOBP_TYPE_I_INTERFERON_PRODUCTION.txt	0	0.0
αCD3_αCD2_5min__GO_0000184.txt	αCD3_αICOS_10min__GO_0051276.txt	0	0.0
αCD3_αCD2_5min__GO_0000184.txt	αCD3_αICOS_10min__GOBP_CALCIUM_ION_TRANSMEMBRANE_TRANSPORT.txt	0	0.0
αCD3_αCD2_5min__GO_0000184.txt	αCD3_αCD2_10min__GO_0043484.txt	0	0.0
αCD3_αCD2_5min__GO_0000184.txt	αCD3_αCD2_10min__GO_0031401.txt	0	0.0
αCD3_αCD2_5min__GO_0000184.txt	αCD3_αCD226_5min__GO_0008380.txt	0	0.0
αCD3_αCD2_5min__GO_0000184.txt	αCD3_αCD226_10min__GOBP_BIOLOGICAL_PROCESS_INVOLVED_IN_SYMBIOTIC_INTERACTION.txt	0	0.0
αCD3_αCD2_5min__GO_0000184.txt	αCD3_αICOS_10min__GO_0032869.txt	0	0.0
αCD3_10min__GOBP_TELOMERE_ORGANIZATION.txt	αCD3_αCD226_10min__GOBP_BIOLOGICAL_PROCESS_INVOLVED_IN_SYMBIOTIC_INTERACTION.txt	0	0.0
αCD3_10min__GOBP_TELOMERE_ORGANIZATION.txt	αCD3_αCD226_5min__GO_0008380.txt	0	0.0
αCD3_10min__GOBP_TELOMERE_ORGANIZATION.txt	αCD3_αCD2_10min__GO_0043484.txt	0	0.0
αCD3_10min__GO_0032869.txt	αCD3_αCD226_5min__GOBP_CYTOSOLIC_TRANSPORT.txt	0	0.0
αCD3_10min__GO_0032869.txt	αCD3_αICOS_10min__GO_0051276.txt	0	0.0
αCD3_10min__GO_0032869.txt	αCD3_αCD2_10min__GO_0043484.txt	0	0.0
αCD3_10min__GO_0032869.txt	αCD3_αCD2_10min__GO_0031401.txt	0	0.0
αCD3_10min__GO_0032869.txt	αCD3_αCD226_5min__GO_0008380.txt	0	0.0
αCD3_10min__GO_0032869.txt	αCD3_αCD226_10min__GOBP_BIOLOGICAL_PROCESS_INVOLVED_IN_SYMBIOTIC_INTERACTION.txt	0	0.0
αCD3_10min__GO_0032869.txt	αCD3_10min__GO_0000184.txt	0	0.0
αCD3_10min__GO_0032869.txt	αCD3_αICOS_10min__GOBP_NEURAL_PRECURSOR_CELL_PROLIFERATION.txt	0	0.0
αCD3_10min__GO_0032869.txt	αCD3_αCD2_10min__GOBP_RETROGRADE_TRANSPORT_ENDOSOME_TO_GOLGI.txt	0	0.0
αCD3_10min__GO_0032869.txt	αCD3_5min__nan.txt	0	0.0
αCD3_10min__GOBP_TELOMERE_ORGANIZATION.txt	αCD3_αICOS_10min__GOBP_CALCIUM_ION_TRANSMEMBRANE_TRANSPORT.txt	0	0.0
αCD3_10min__GO_0032869.txt	αCD3_5min__GO_0006397.txt	0	0.0
αCD3_10min__GO_0032869.txt	αCD3_5min__GOBP_RESPONSE_TO_UV.txt	0	0.0
αCD3_10min__GO_0032869.txt	αCD3_αICOS_5min__GO_0051091.txt	0	0.0
αCD3_10min__GO_0032869.txt	αCD3_αICOS_10min__GOBP_VESICLE_ORGANIZATION.txt	0	0.0
αCD3_10min__GO_0032869.txt	αCD3_αCD2_5min__GOBP_POSITIVE_REGULATION_OF_CHROMOSOME_ORGANIZATION.txt	0	0.0
αCD3_10min__GO_0032869.txt	αCD3_5min__GO_0034250.txt	0	0.0
αCD3_10min__GOBP_TELOMERE_ORGANIZATION.txt	αCD3_αICOS_5min__GOBP_TYPE_I_INTERFERON_PRODUCTION.txt	0	0.0
αCD3_10min__GOBP_TELOMERE_ORGANIZATION.txt	αCD3_αICOS_10min__GO_0051276.txt	0	0.0
αCD3_αCD2_5min__GO_0000184.txt	αCD3_αICOS_10min__GOBP_NEURAL_PRECURSOR_CELL_PROLIFERATION.txt	0	0.0
αCD3_αCD2_5min__GO_0000184.txt	αCD3_αCD226_5min__GOBP_CYTOSOLIC_TRANSPORT.txt	0	0.0
αCD3_αCD226_10min__GOBP_DNA_RECOMBINATION.txt	αCD3_5min__GOBP_RESPONSE_TO_UV.txt	0	0.0
αCD3_αCD2_5min__GO_0000184.txt	αCD3_5min__nan.txt	0	0.0
αCD3_αCD2_10min__nan.txt	αCD3_αICOS_10min__GOBP_VESICLE_ORGANIZATION.txt	0	0.0
αCD3_αCD2_10min__nan.txt	αCD3_5min__GO_0034250.txt	0	0.0
αCD3_αCD2_10min__nan.txt	αCD3_10min__GO_0032869.txt	0	0.0
αCD3_αCD2_10min__nan.txt	αCD3_αCD2_5min__GO_0000184.txt	0	0.0
αCD3_αCD226_10min__GOBP_DNA_RECOMBINATION.txt	αCD3_10min__nan.txt	0	0.0
αCD3_αCD226_10min__GOBP_DNA_RECOMBINATION.txt	αCD3_αICOS_5min__GOBP_TYPE_I_INTERFERON_PRODUCTION.txt	0	0.0
αCD3_αCD226_10min__GOBP_DNA_RECOMBINATION.txt	αCD3_αICOS_10min__GO_0051276.txt	0	0.0
αCD3_αCD226_10min__GOBP_DNA_RECOMBINATION.txt	αCD3_αICOS_10min__GOBP_CALCIUM_ION_TRANSMEMBRANE_TRANSPORT.txt	0	0.0
αCD3_αCD226_10min__GOBP_DNA_RECOMBINATION.txt	αCD3_αCD2_10min__GO_0043484.txt	0	0.0
αCD3_αCD226_10min__GOBP_DNA_RECOMBINATION.txt	αCD3_αCD2_10min__GO_0031401.txt	0	0.0
αCD3_αCD226_10min__GOBP_DNA_RECOMBINATION.txt	αCD3_αCD226_5min__GO_0008380.txt	0	0.0
αCD3_αCD226_10min__GOBP_DNA_RECOMBINATION.txt	αCD3_αCD226_10min__GOBP_BIOLOGICAL_PROCESS_INVOLVED_IN_SYMBIOTIC_INTERACTION.txt	0	0.0
αCD3_αCD226_10min__GOBP_DNA_RECOMBINATION.txt	αCD3_10min__GO_0000184.txt	0	0.0
αCD3_αCD226_10min__GOBP_DNA_RECOMBINATION.txt	αCD3_αICOS_10min__GO_0032869.txt	0	0.0
αCD3_αCD226_10min__GOBP_DNA_RECOMBINATION.txt	αCD3_αICOS_10min__GOBP_NEURAL_PRECURSOR_CELL_PROLIFERATION.txt	0	0.0
αCD3_αCD226_10min__GOBP_DNA_RECOMBINATION.txt	αCD3_αCD2_10min__GOBP_RETROGRADE_TRANSPORT_ENDOSOME_TO_GOLGI.txt	0	0.0
αCD3_αCD226_10min__GOBP_DNA_RECOMBINATION.txt	αCD3_αCD226_5min__GOBP_CYTOSOLIC_TRANSPORT.txt	0	0.0
αCD3_αCD226_10min__GOBP_DNA_RECOMBINATION.txt	αCD3_5min__nan.txt	0	0.0
αCD3_αCD226_10min__GOBP_DNA_RECOMBINATION.txt	αCD3_5min__GO_0006397.txt	0	0.0
αCD3_αCD2_10min__nan.txt	αCD3_αICOS_5min__GO_0051091.txt	0	0.0
αCD3_αCD2_10min__nan.txt	αCD3_5min__GO_0006397.txt	0	0.0
αCD3_αCD2_10min__nan.txt	αCD3_5min__nan.txt	0	0.0
αCD3_αCD2_10min__nan.txt	αCD3_αICOS_5min__GOBP_TYPE_I_INTERFERON_PRODUCTION.txt	0	0.0
αCD3_αCD2_5min__GO_0000184.txt	αCD3_5min__GO_0006397.txt	0	0.0
αCD3_αCD2_5min__GO_0000184.txt	αCD3_5min__GOBP_RESPONSE_TO_UV.txt	0	0.0
αCD3_αCD2_5min__GO_0000184.txt	αCD3_αICOS_5min__GO_0051091.txt	0	0.0
αCD3_αCD2_5min__GO_0000184.txt	αCD3_αICOS_10min__GOBP_VESICLE_ORGANIZATION.txt	0	0.0
